# InverseMatrix00,   InverseMatrix01,   InverseMatrix02,   InverseMatrix03,   InverseMatrix04





# One-dimensional model
# Timestep=  12000
# j, (j+.5)*DNHI,     y1H[j],     y1He[j],     EH[j],     Te[j],     EHII[j],     THII[j],     EHI[j],     THI[j],     EHeI[j],     THeI[j],     EHeII[j],     THeII[j],     dEH[j]
 128 3.21250E+18 0.000000000000000 0.000000 0.201274 19623.735663299092266 0.186537 19623.735663299081352 0.000000 19623.735663299081352 0.000000 19623.735663298866712 0.014736 19623.735663299081352 0.0000000000
 129 3.23750E+18 0.000000000000000 0.000000 0.201334 19629.554329099217284 0.186593 19629.554329099213646 0.000000 19629.554329099206370 0.000000 19629.554329098944436 0.014741 19629.554329099213646 0.0000000000
 130 3.26250E+18 0.000000000000000 0.000000 0.201392 19635.270295758720749 0.186647 19635.270295758724387 0.000000 19635.270295758753491 0.000000 19635.270295758662542 0.014745 19635.270295758731663 0.0000000000
 131 3.28750E+18 0.000000000000000 0.000000 0.201450 19640.886273734158749 0.186700 19640.886273734166025 0.000000 19640.886273734151473 0.000000 19640.886273734122369 0.014749 19640.886273734169663 0.0000000000
 132 3.31250E+18 0.000000000000000 0.000000 0.201506 19646.404176060823374 0.186753 19646.404176060812460 0.000000 19646.404176060867030 0.000000 19646.404176060776081 0.014753 19646.404176060816098 0.0000000000
 133 3.33750E+18 0.000000000000000 0.000000 0.201562 19651.826548075234314 0.186804 19651.826548075219762 0.000000 19651.826548075237952 0.000000 19651.826548075008759 0.014758 19651.826548075223400 0.0000000000
 134 3.36250E+18 0.000000000000000 0.000000 0.201617 19657.155223123987525 0.186855 19657.155223123976612 0.000000 19657.155223123991163 0.000000 19657.155223123692849 0.014762 19657.155223123980250 0.0000000000
 135 3.38750E+18 0.000000000000000 0.000000 0.201670 19662.392592213691387 0.186905 19662.392592213691387 0.000000 19662.392592213651369 0.000000 19662.392592213516764 0.014765 19662.392592213691387 0.0000000000
 136 3.41250E+18 0.000000000000000 0.000000 0.201723 19667.540540768324718 0.186954 19667.540540768324718 0.000000 19667.540540768310166 0.000000 19667.540540768091887 0.014769 19667.540540768328356 0.0000000000
 137 3.43750E+18 0.000000000000000 0.000000 0.201775 19672.600932206161815 0.187002 19672.600932206165453 0.000000 19672.600932206150901 0.000000 19672.600932205863501 0.014773 19672.600932206172729 0.0000000000
 138 3.46250E+18 0.000000000000000 0.000000 0.201826 19677.575944952764985 0.187049 19677.575944952764985 0.000000 19677.575944952808641 0.000000 19677.575944952710415 0.014777 19677.575944952761347 0.0000000000
 139 3.48750E+18 0.000000000000000 0.000000 0.201876 19682.467333003529347 0.187096 19682.467333003529347 0.000000 19682.467333003489330 0.000000 19682.467333003107342 0.014781 19682.467333003532985 0.0000000000
 140 3.51250E+18 0.000000000000000 0.000000 0.201926 19687.276927675673505 0.187141 19687.276927675680781 0.000000 19687.276927675640763 0.000000 19687.276927675557090 0.014784 19687.276927675680781 0.0000000000
 141 3.53750E+18 0.000000000000000 0.000000 0.201974 19692.006420038414944 0.187186 19692.006420038411306 0.000000 19692.006420038425858 0.000000 19692.006420038316719 0.014788 19692.006420038411306 0.0000000000
 142 3.56250E+18 0.000000000000000 0.000000 0.202022 19696.657737123692641 0.187231 19696.657737123685365 0.000000 19696.657737123685365 0.000000 19696.657737123336119 0.014791 19696.657737123685365 0.0000000000
 143 3.58750E+18 0.000000000000000 0.000000 0.202069 19701.232472631611017 0.187274 19701.232472631589189 0.000000 19701.232472631592827 0.000000 19701.232472631432756 0.014795 19701.232472631589189 0.0000000000
 144 3.61250E+18 0.000000000000000 0.000000 0.202115 19705.732274320049328 0.187317 19705.732274320049328 0.000000 19705.732274320020224 0.000000 19705.732274319765565 0.014798 19705.732274320042052 0.0000000000
 145 3.63750E+18 0.000000000000000 0.000000 0.202160 19710.158747306733858 0.187359 19710.158747306726582 0.000000 19710.158747306712030 0.000000 19710.158747306537407 0.014801 19710.158747306719306 0.0000000000
 146 3.66250E+18 0.000000000000000 0.000000 0.202205 19714.513455280528433 0.187400 19714.513455280532071 0.000000 19714.513455280535709 0.000000 19714.513455280270136 0.014805 19714.513455280524795 0.0000000000
 147 3.68750E+18 0.000000000000000 0.000000 0.202249 19718.797921683246386 0.187441 19718.797921683239110 0.000000 19718.797921683228196 0.000000 19718.797921682988090 0.014808 19718.797921683235472 0.0000000000
 148 3.71250E+18 0.000000000000000 0.000000 0.202292 19723.013630854569783 0.187481 19723.013630854555231 0.000000 19723.013630854529765 0.000000 19723.013630854205985 0.014811 19723.013630854551593 0.0000000000
 149 3.73750E+18 0.000000000000000 0.000000 0.202335 19727.162028532493423 0.187521 19727.162028532489785 0.000000 19727.162028532515251 0.000000 19727.162028532129625 0.014814 19727.162028532493423 0.0000000000
 150 3.76250E+18 0.000000000000000 0.000000 0.202377 19731.244525370286283 0.187559 19731.244525370279007 0.000000 19731.244525370246265 0.000000 19731.244525369933399 0.014817 19731.244525370282645 0.0000000000
 151 3.78750E+18 0.000000000000000 0.000000 0.202418 19735.262494308179157 0.187598 19735.262494308171881 0.000000 19735.262494308128225 0.000000 19735.262494307760790 0.014820 19735.262494308179157 0.0000000000
 152 3.81250E+18 0.000000000000000 0.000000 0.202458 19739.217274038441246 0.187635 19739.217274038412143 0.000000 19739.217274038375763 0.000000 19739.217274038073811 0.014823 19739.217274038412143 0.0000000000
 153 3.83750E+18 0.000000000000000 0.000000 0.202498 19743.110169370371295 0.187672 19743.110169370360381 0.000000 19743.110169370320364 0.000000 19743.110169369974756 0.014826 19743.110169370364019 0.0000000000
 154 3.86250E+18 0.000000000000000 0.000000 0.202538 19746.942452185783623 0.187709 19746.942452185779985 0.000000 19746.942452185758157 0.000000 19746.942452185376169 0.014829 19746.942452185776347 0.0000000000
 155 3.88750E+18 0.000000000000000 0.000000 0.202576 19750.715390014920558 0.187744 19750.715390014920558 0.000000 19750.715390014906006 0.000000 19750.715390014604054 0.014832 19750.715390014920558 0.0000000000
 156 3.91250E+18 0.000000000000000 0.000000 0.202614 19754.430132734083600 0.187780 19754.430132734087238 0.000000 19754.430132734061772 0.000000 19754.430132733719802 0.014835 19754.430132734079962 0.0000000000
 157 3.93750E+18 0.000000000000000 0.000000 0.202652 19758.087890238253749 0.187815 19758.087890238250111 0.000000 19758.087890238180989 0.000000 19758.087890237860847 0.014837 19758.087890238250111 0.0000000000
 158 3.96250E+18 0.000000000000000 0.000000 0.202689 19761.689811654618097 0.187849 19761.689811654610821 0.000000 19761.689811654548976 0.000000 19761.689811654126970 0.014840 19761.689811654614459 0.0000000000
 159 3.98750E+18 0.000000000000000 0.000000 0.202725 19765.237033629560756 0.187882 19765.237033629538928 0.000000 19765.237033629484358 0.000000 19765.237033629102370 0.014843 19765.237033629542566 0.0000000000
 160 4.01250E+18 0.000000000000000 0.000000 0.202761 19768.730613595293107 0.187916 19768.730613595282193 0.000000 19768.730613595202158 0.000000 19768.730613594761962 0.014845 19768.730613595278555 0.0000000000
 161 4.03750E+18 0.000000000000000 0.000000 0.202796 19772.171636049730296 0.187948 19772.171636049712106 0.000000 19772.171636049646622 0.000000 19772.171636049239169 0.014848 19772.171636049715744 0.0000000000
 162 4.06250E+18 0.000000000000000 0.000000 0.202831 19775.561150532725151 0.187981 19775.561150532717875 0.000000 19775.561150532652391 0.000000 19775.561150532244937 0.014850 19775.561150532717875 0.0000000000
 163 4.08750E+18 0.000000000000000 0.000000 0.202865 19778.900149933448120 0.188012 19778.900149933429930 0.000000 19778.900149933415378 0.000000 19778.900149932938803 0.014853 19778.900149933433568 0.0000000000
 164 4.11250E+18 0.000000000000000 0.000000 0.202899 19782.189635129558155 0.188044 19782.189635129532689 0.000000 19782.189635129507224 0.000000 19782.189635128939699 0.014855 19782.189635129532689 0.0000000000
 165 4.13750E+18 0.000000000000000 0.000000 0.202932 19785.430573278939846 0.188074 19785.430573278932570 0.000000 19785.430573278885277 0.000000 19785.430573278463271 0.014858 19785.430573278932570 0.0000000000
 166 4.16250E+18 0.000000000000000 0.000000 0.202965 19788.623898947167618 0.188105 19788.623898947145790 0.000000 19788.623898947109410 0.000000 19788.623898946640111 0.014860 19788.623898947149428 0.0000000000
 167 4.18750E+18 0.000000000000000 0.000000 0.202997 19791.770534267529001 0.188135 19791.770534267514449 0.000000 19791.770534267448966 0.000000 19791.770534266917821 0.014863 19791.770534267514449 0.0000000000
 168 4.21250E+18 0.000000000000000 0.000000 0.203029 19794.871376032278931 0.188164 19794.871376032249827 0.000000 19794.871376032242551 0.000000 19794.871376031776890 0.014865 19794.871376032246189 0.0000000000
 169 4.23750E+18 0.000000000000000 0.000000 0.203060 19797.927295499972388 0.188193 19797.927295499950560 0.000000 19797.927295499921456 0.000000 19797.927295499554020 0.014867 19797.927295499954198 0.0000000000
 170 4.26250E+18 0.000000000000000 0.000000 0.203091 19800.939153678922594 0.188222 19800.939153678918956 0.000000 19800.939153678849834 0.000000 19800.939153678496950 0.014870 19800.939153678915318 0.0000000000
 171 4.28750E+18 0.000000000000000 0.000000 0.203122 19803.907773122278741 0.188250 19803.907773122260551 0.000000 19803.907773122238723 0.000000 19803.907773121762148 0.014872 19803.907773122256913 0.0000000000
 172 4.31250E+18 0.000000000000000 0.000000 0.203152 19806.833982187861693 0.188278 19806.833982187839865 0.000000 19806.833982187803485 0.000000 19806.833982187166839 0.014874 19806.833982187836227 0.0000000000
 173 4.33750E+18 0.000000000000000 0.000000 0.203181 19809.718558030475833 0.188305 19809.718558030446729 0.000000 19809.718558030424902 0.000000 19809.718558029941050 0.014876 19809.718558030450367 0.0000000000
 174 4.36250E+18 0.000000000000000 0.000000 0.203211 19812.562283973973535 0.188332 19812.562283973962622 0.000000 19812.562283973864396 0.000000 19812.562283973373269 0.014878 19812.562283973962622 0.0000000000
 175 4.38750E+18 0.000000000000000 0.000000 0.203239 19815.365929581039381 0.188359 19815.365929581032105 0.000000 19815.365929580948432 0.000000 19815.365929580431839 0.014880 19815.365929581032105 0.0000000000
 176 4.41250E+18 0.000000000000000 0.000000 0.203268 19818.130210333387367 0.188385 19818.130210333383729 0.000000 19818.130210333278228 0.000000 19818.130210332692513 0.014882 19818.130210333383729 0.0000000000
 177 4.43750E+18 0.000000000000000 0.000000 0.203296 19820.855859831284761 0.188411 19820.855859831270209 0.000000 19820.855859831168345 0.000000 19820.855859830746340 0.014884 19820.855859831270209 0.0000000000
 178 4.46250E+18 0.000000000000000 0.000000 0.203323 19823.543598931395536 0.188437 19823.543598931373708 0.000000 19823.543598931300949 0.000000 19823.543598930733424 0.014887 19823.543598931377346 0.0000000000
 179 4.48750E+18 0.000000000000000 0.000000 0.203350 19826.194085846116650 0.188462 19826.194085846098460 0.000000 19826.194085846022062 0.000000 19826.194085845425434 0.014888 19826.194085846098460 0.0000000000
 180 4.51250E+18 0.000000000000000 0.000000 0.203377 19828.808007658382849 0.188487 19828.808007658361021 0.000000 19828.808007658255519 0.000000 19828.808007657698909 0.014890 19828.808007658361021 0.0000000000
 181 4.53750E+18 0.000000000000000 0.000000 0.203404 19831.386022965805751 0.188511 19831.386022965791199 0.000000 19831.386022965707525 0.000000 19831.386022965114535 0.014892 19831.386022965787561 0.0000000000
 182 4.56250E+18 0.000000000000000 0.000000 0.203430 19833.928773279072630 0.188535 19833.928773279061716 0.000000 19833.928773279010784 0.000000 19833.928773278337758 0.014894 19833.928773279058078 0.0000000000
 183 4.58750E+18 0.000000000000000 0.000000 0.203455 19836.436905911730719 0.188559 19836.436905911712529 0.000000 19836.436905911683425 0.000000 19836.436905910864880 0.014896 19836.436905911712529 0.0000000000
 184 4.61250E+18 0.000000000000000 0.000000 0.203481 19838.910994861278596 0.188583 19838.910994861256768 0.000000 19838.910994861209474 0.000000 19838.910994860496430 0.014898 19838.910994861260406 0.0000000000
 185 4.63750E+18 0.000000000000000 0.000000 0.203506 19841.351658543037047 0.188606 19841.351658543029771 0.000000 19841.351658543000667 0.000000 19841.351658542378573 0.014900 19841.351658543029771 0.0000000000
 186 4.66250E+18 0.000000000000000 0.000000 0.203531 19843.759482562269113 0.188629 19843.759482562247285 0.000000 19843.759482562149060 0.000000 19843.759482561443292 0.014902 19843.759482562247285 0.0000000000
 187 4.68750E+18 0.000000000000000 0.000000 0.203555 19846.135039310174761 0.188651 19846.135039310160209 0.000000 19846.135039310058346 0.000000 19846.135039309367130 0.014903 19846.135039310160209 0.0000000000
 188 4.71250E+18 0.000000000000000 0.000000 0.203579 19848.478887648187083 0.188674 19848.478887648165255 0.000000 19848.478887648088858 0.000000 19848.478887647197553 0.014905 19848.478887648165255 0.0000000000
 189 4.73750E+18 0.000000000000000 0.000000 0.203603 19850.791575923296477 0.188696 19850.791575923285563 0.000000 19850.791575923212804 0.000000 19850.791575922328775 0.014907 19850.791575923285563 0.0000000000
 190 4.76250E+18 0.000000000000000 0.000000 0.203626 19853.073638280751766 0.188717 19853.073638280733576 0.000000 19853.073638280617160 0.000000 19853.073638279769511 0.014909 19853.073638280733576 0.0000000000
 191 4.78750E+18 0.000000000000000 0.000000 0.203649 19855.325597662216751 0.188739 19855.325597662198561 0.000000 19855.325597662122163 0.000000 19855.325597661318170 0.014910 19855.325597662198561 0.0000000000
 192 4.81250E+18 0.000000000000000 0.000000 0.203672 19857.547965450958145 0.188760 19857.547965450939955 0.000000 19857.547965450849006 0.000000 19857.547965449884941 0.014912 19857.547965450936317 0.0000000000
 193 4.83750E+18 0.000000000000000 0.000000 0.203694 19859.741241774809168 0.188781 19859.741241774765513 0.000000 19859.741241774692753 0.000000 19859.741241773652291 0.014914 19859.741241774769151 0.0000000000
 194 4.86250E+18 0.000000000000000 0.000000 0.203717 19861.905915796785848 0.188801 19861.905915796764020 0.000000 19861.905915796705813 0.000000 19861.905915795698093 0.014915 19861.905915796767658 0.0000000000
 195 4.88750E+18 0.000000000000000 0.000000 0.203739 19864.042465325092053 0.188822 19864.042465325081139 0.000000 19864.042465324986551 0.000000 19864.042465323960641 0.014917 19864.042465325081139 0.0000000000
 196 4.91250E+18 0.000000000000000 0.000000 0.203760 19866.151359820276411 0.188842 19866.151359820247308 0.000000 19866.151359820141806 0.000000 19866.151359819054051 0.014918 19866.151359820247308 0.0000000000
 197 4.93750E+18 0.000000000000000 0.000000 0.203782 19868.233056561111880 0.188862 19868.233056561082776 0.000000 19868.233056560973637 0.000000 19868.233056559929537 0.014920 19868.233056561082776 0.0000000000
 198 4.96250E+18 0.000000000000000 0.000000 0.203803 19870.288003648885933 0.188881 19870.288003648853191 0.000000 19870.288003648704034 0.000000 19870.288003647587175 0.014922 19870.288003648856829 0.0000000000
 199 4.98750E+18 0.000000000000000 0.000000 0.203823 19872.316639571588894 0.188900 19872.316639571563428 0.000000 19872.316639571436099 0.000000 19872.316639570319239 0.014923 19872.316639571563428 0.0000000000
 200 5.01250E+18 0.000000000000000 0.000000 0.203844 19874.319393458179547 0.188919 19874.319393458146806 0.000000 19874.319393458008562 0.000000 19874.319393456928083 0.014925 19874.319393458146806 0.0000000000
 201 5.03750E+18 0.000000000000000 0.000000 0.203864 19876.296685315035575 0.188938 19876.296685315002833 0.000000 19876.296685314900969 0.000000 19876.296685313773196 0.014926 19876.296685315002833 0.0000000000
 202 5.06250E+18 0.000000000000000 0.000000 0.203884 19878.248897344405123 0.188957 19878.248897344368743 0.000000 19878.248897344285069 0.000000 19878.248897342982673 0.014928 19878.248897344372381 0.0000000000
 203 5.08750E+18 0.000000000000000 0.000000 0.203904 19880.176489600602508 0.188975 19880.176489600566129 0.000000 19880.176489600453351 0.000000 19880.176489599271008 0.014929 19880.176489600562491 0.0000000000
 204 5.11250E+18 0.000000000000000 0.000000 0.203924 19882.079827456560452 0.188993 19882.079827456531348 0.000000 19882.079827456414932 0.000000 19882.079827455083432 0.014930 19882.079827456524072 0.0000000000
 205 5.13750E+18 0.000000000000000 0.000000 0.203943 19883.959296712982905 0.189011 19883.959296712957439 0.000000 19883.959296712822834 0.000000 19883.959296711513161 0.014932 19883.959296712953801 0.0000000000
 206 5.16250E+18 0.000000000000000 0.000000 0.203962 19885.815275159562589 0.189029 19885.815275159529847 0.000000 19885.815275159409794 0.000000 19885.815275158071017 0.014933 19885.815275159529847 0.0000000000
 207 5.18750E+18 0.000000000000000 0.000000 0.203981 19887.648103700052161 0.189046 19887.648103700019419 0.000000 19887.648103699848434 0.000000 19887.648103698524210 0.014935 19887.648103700015781 0.0000000000
 208 5.21250E+18 0.000000000000000 0.000000 0.203999 19889.458201960242150 0.189063 19889.458201960213046 0.000000 19889.458201960092993 0.000000 19889.458201958597783 0.014936 19889.458201960213046 0.0000000000
 209 5.23750E+18 0.000000000000000 0.000000 0.204018 19891.245897428161697 0.189080 19891.245897428121680 0.000000 19891.245897428012540 0.000000 19891.245897426502779 0.014937 19891.245897428118042 0.0000000000
 210 5.26250E+18 0.000000000000000 0.000000 0.204036 19893.011537105729076 0.189097 19893.011537105707248 0.000000 19893.011537105583557 0.000000 19893.011537104164745 0.014939 19893.011537105703610 0.0000000000
 211 5.28750E+18 0.000000000000000 0.000000 0.204054 19894.755432138088509 0.189114 19894.755432138044853 0.000000 19894.755432137935713 0.000000 19894.755432136353193 0.014940 19894.755432138044853 0.0000000000
 212 5.31250E+18 0.000000000000000 0.000000 0.204071 19896.477975201487425 0.189130 19896.477975201443769 0.000000 19896.477975201298250 0.000000 19896.477975199610228 0.014941 19896.477975201443769 0.0000000000
